2018-3-20 kdz010.csv,,Amir,22/03/2018 12:47:27,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.0315
202,2.0118
204,1.9695
206,1.9002
208,1.7867
210,1.6475
212,1.4704
214,1.2728
216,1.0691
218,.8742
220,.6963
222,.5361
224,.3766
226,.2577
228,.1982
230,.1607
232,.1138
234,.07
236,.0391
238,.0206
240,.0081
242,.0029
244,-.0005
246,-.0033
248,-.0042
250,-.0048
252,-.0055
254,-.0061
256,-.0064
258,-.0069
260,-.0061
262,-.0056
264,-.0059
266,-.0059
268,-.0057
270,-.006
272,-.0058
274,-.0056
276,-.0056
278,-.0058
280,-.0056
282,-.0054
284,-.0051
286,-.0049
288,-.0046
290,-.0045
292,-.0043
294,-.004
296,-.0038
298,-.0035
300,-.0033
302,-.0033
304,-.0032
306,-.0031
308,-.0032
310,-.003
312,-.003
314,-.0028
316,-.003
318,-.003
320,-.0035
322,-.0034
324,-.0033
326,-.0031
328,-.0035
330,-.0036
332,-.0033
334,-.0036
336,-.0036
338,-.0035
340,-.0033
342,-.0035
344,-.0033
346,-.0031
348,-.0027
350,-.0031
352,-.0031
354,-.003
356,-.0028
358,-.0027
360,-.0026
362,-.0024
364,-.002
366,-.0027
368,-.0027
370,-.0026
372,-.0027
374,-.0026
376,-.0026
378,-.0023
380,-.0027
382,-.0027
384,-.0025
386,-.0023
388,-.0024
390,-.0025
392,-.0024
394,-.0022
396,-.0022
398,-.0023
400,-.0023
