2018-3-26 sh70.csv,,Amir,27/03/2018 17:25:33,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.7111
202,2.7347
204,2.7669
206,2.7614
208,2.7203
210,2.679
212,2.6098
214,2.4641
216,2.2302
218,1.9135
220,1.5614
222,1.2288
224,.8781
226,.6257
228,.4919
230,.4025
232,.2901
234,.1892
236,.1175
238,.0729
240,.0423
242,.0293
244,.0194
246,.0122
248,.0083
250,.0059
252,.0039
254,.0029
256,.0022
258,.0018
260,.0017
262,.0017
264,.0015
266,.0016
268,.0019
270,.0017
272,.0019
274,.0019
276,.0019
278,.0022
280,.0021
282,.0023
284,.0025
286,.0027
288,.0028
290,.0031
292,.0031
294,.0034
296,.0044
298,.0037
300,.0038
302,.0036
304,.0037
306,.0033
308,.0036
310,.003
312,.0028
314,.0026
316,.0021
318,.0018
320,.0011
322,.0011
324,.0007
326,.0002
328,-.0003
330,-.0007
332,-.0003
334,-.0005
336,-.0006
338,-.0008
340,-.0006
342,-.0007
344,-.001
346,-.0008
348,-.0012
350,-.001
352,-.0009
354,-.0005
356,-.0007
358,-.0004
360,-.0007
362,-.0006
364,-.0007
366,-.0006
368,-.001
370,-.0013
372,-.001
374,-.0012
376,-.0013
378,-.0012
380,-.001
382,-.0013
384,-.0013
386,-.0012
388,-.0015
390,-.0012
392,-.0012
394,-.0012
396,-.0012
398,-.0014
400,-.0014
