2017-11-28 qp0065.csv,,amir,28/11/2017 13:56:42,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.4195
202,2.3708
204,2.3292
206,2.2547
208,2.1295
210,1.9677
212,1.7681
214,1.5403
216,1.2928
218,1.0706
220,.857
222,.6705
224,.4742
226,.3366
228,.2595
230,.2136
232,.157
234,.1025
236,.0653
238,.0412
240,.0255
242,.0184
244,.0136
246,.0094
248,.0076
250,.0064
252,.0047
254,.0043
256,.0032
258,.0024
260,.0027
262,.0032
264,.0026
266,.0022
268,.0021
270,.0021
272,.0017
274,.0021
276,.0019
278,.0018
280,.0018
282,.0015
284,.0019
286,.0015
288,.0015
290,.0017
292,.0015
294,.0013
296,.0013
298,.0015
300,.0014
302,.0014
304,.0014
306,.001
308,.0009
310,.0006
312,.0007
314,.0003
316,.0002
318,-.0001
320,-.0004
322,-.0008
324,-.0009
326,-.0009
328,-.0019
330,-.0017
332,-.0012
334,-.0021
336,-.0019
338,-.0023
340,-.0021
342,-.0024
344,-.0023
346,-.0024
348,-.0024
350,-.0028
352,-.0024
354,-.002
356,-.0021
358,-.0022
360,-.0022
362,-.0022
364,-.002
366,-.0026
368,-.0025
370,-.0028
372,-.0028
374,-.0027
376,-.0029
378,-.0027
380,-.0025
382,-.0028
384,-.003
386,-.0024
388,-.0024
390,-.0025
392,-.0026
394,-.0024
396,-.0024
398,-.0025
400,-.0025
402,-.0024
404,-.0025
406,-.0028
408,-.0025
410,-.0025
412,-.0025
414,-.0026
416,-.0029
418,-.0029
420,-.0028
422,-.0028
424,-.0025
426,-.0027
428,-.0026
430,-.0027
432,-.0027
434,-.0028
436,-.0028
438,-.0028
440,-.003
442,-.0026
444,-.0027
446,-.0026
448,-.0024
450,-.0026
452,-.0024
454,-.0026
456,-.0026
458,-.0027
460,-.0026
462,-.0024
464,-.0026
466,-.0029
468,-.0025
470,-.0027
472,-.0028
474,-.0026
476,-.0026
478,-.0028
480,-.0028
482,-.0028
484,-.0029
486,-.0026
488,-.0026
490,-.0025
492,-.0027
494,-.0026
496,-.0028
498,-.0026
500,-.0026
502,-.0031
504,-.0033
506,-.0033
508,-.0035
510,-.0038
512,-.0025
514,-.0028
516,-.0028
518,-.0028
520,-.0027
522,-.0028
524,-.0028
526,-.003
528,-.0029
530,-.0027
532,-.0026
534,-.0028
536,-.0028
538,-.003
540,-.0028
542,-.0025
544,-.0026
546,-.0028
548,-.0032
550,-.0033
552,-.0032
554,-.003
556,-.0029
558,-.0034
560,-.0033
562,-.0037
564,-.0031
566,-.0027
568,-.0033
570,-.0028
572,-.0031
574,-.0029
576,-.0033
578,-.0027
580,-.0028
582,-.003
584,-.0025
586,-.0032
588,-.0033
590,-.003
592,-.0035
594,-.0028
596,-.0024
598,-.0026
600,-.0023
602,-.0032
604,-.0029
606,-.0024
608,-.0027
610,-.0029
612,-.0027
614,-.0014
616,-.0014
618,-.0022
620,-.0021
622,-.0021
624,-.0017
626,-.0016
628,-.0016
630,-.0013
632,-.0017
634,-.0017
636,-.0018
638,-.0019
640,-.0024
642,-.0016
644,-.0018
646,-.0023
648,-.0028
650,-.0027
652,-.002
654,-.0015
656,-.0018
658,-.0017
660,-.0023
662,-.0014
664,-.003
666,-.0006
668,-.0018
670,-.0016
672,-.0029
674,-.0027
676,-.003
678,-.0023
680,-.0026
682,-.0023
684,-.0031
686,-.0026
688,-.0027
690,-.0032
692,-.0023
694,-.0029
696,-.0023
698,-.0028
700,-.0029
702,-.0026
704,-.0025
706,-.0021
708,-.002
710,-.0022
712,-.0026
714,-.0021
716,-.0018
718,-.0024
720,-.002
722,-.0029
724,-.0016
726,-.0029
728,-.0029
730,-.0022
732,-.003
734,-.0025
736,-.0027
738,-.0029
740,-.0019
742,-.002
744,-.0026
746,-.0016
748,-.0028
750,-.0018
752,-.0023
754,-.0017
756,-.0012
758,-.0005
760,-.0016
762,-.0017
764,-.0017
766,-.0016
768,-.0021
770,-.0018
772,-.0007
774,-.0014
776,-.0014
778,-.002
780,-.0022
782,-.0026
784,-.002
786,-.0033
788,-.0022
790,-.0014
792,-.002
794,-.0015
796,-.0024
798,-.0013
800,-.0029
