2018-3-4 QP0060.csv,,AMIR,05/03/2018 12:22:19,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.5373
202,2.4999
204,2.4656
206,2.3861
208,2.2573
210,2.0972
212,1.8812
214,1.6512
216,1.3907
218,1.1441
220,.9129
222,.7161
224,.5075
226,.3591
228,.2782
230,.2279
232,.1672
234,.1095
236,.0698
238,.0445
240,.0278
242,.0205
244,.0151
246,.011
248,.009
250,.0075
252,.0065
254,.0058
256,.0052
258,.0051
260,.005
262,.0051
264,.0051
266,.0051
268,.0052
270,.0054
272,.005
274,.0052
276,.0051
278,.0049
280,.0052
282,.0051
284,.0054
286,.0052
288,.0056
290,.0056
292,.0053
294,.0054
296,.0056
298,.0053
300,.0057
302,.0057
304,.0055
306,.0054
308,.0052
310,.005
312,.0046
314,.0044
316,.0039
318,.0038
320,.0033
322,.0033
324,.003
326,.0029
328,.0025
330,.0022
332,.002
334,.0018
336,.0017
338,.0018
340,.002
342,.0017
344,.0019
346,.002
348,.0018
350,.0019
352,.002
354,.0016
356,.002
358,.002
360,.0021
362,.002
364,.002
366,.0019
368,.0017
370,.0012
372,.0014
374,.0016
376,.0016
378,.0011
380,.0016
382,.0014
384,.0015
386,.0016
388,.0015
390,.0016
392,.0014
394,.0016
396,.0013
398,.0012
400,.0012
