2017-12-26 qp0065.csv,,Amir,26/12/2017 16:04:14,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.4797
202,2.451
204,2.4173
206,2.3404
208,2.2242
210,2.0645
212,1.8616
214,1.6212
216,1.3734
218,1.1313
220,.8963
222,.7013
224,.4945
226,.3472
228,.2689
230,.2208
232,.1605
234,.1032
236,.0637
238,.0383
240,.0222
242,.0152
244,.0102
246,.0055
248,.0043
250,.0032
252,.0016
254,.001
256,.0001
258,-.0007
260,-.0001
262,.0004
264,-.0001
266,-.0005
268,-.0004
270,-.0005
272,-.0004
274,.0001
276,-.0001
278,-.0003
280,-.0001
282,-.0001
284,.0001
286,.0001
288,.0004
290,.0003
292,.0007
294,.0003
296,.0006
298,.001
300,.001
302,.0009
304,.0009
306,.0008
308,.0005
310,.0004
312,.0005
314,.0002
316,0
318,-.0003
320,-.0007
322,-.0009
324,-.0008
326,-.001
328,-.0022
330,-.0024
332,-.0027
334,-.0023
336,-.0025
338,-.0025
340,-.0026
342,-.0028
344,-.0028
346,-.0026
348,-.0029
350,-.0027
352,-.0027
354,-.0017
356,-.0018
358,-.0018
360,-.0019
362,-.0018
364,-.0016
366,-.0024
368,-.0024
370,-.0027
372,-.0026
374,-.0029
376,-.0031
378,-.0027
380,-.0027
382,-.003
384,-.003
386,-.0019
388,-.0019
390,-.002
392,-.0018
394,-.002
396,-.0018
398,-.0019
400,-.0019
402,-.0021
404,-.0019
406,-.002
408,-.0019
410,-.0022
412,-.0017
414,-.002
416,-.0021
418,-.002
420,-.0019
422,-.0017
424,-.0018
426,-.0017
428,-.0018
430,-.0016
432,-.0018
434,-.0018
436,-.0016
438,-.0019
440,-.0019
442,-.0018
444,-.0017
446,-.0018
448,-.0015
450,-.0016
452,-.0017
454,-.0016
456,-.0017
458,-.0019
460,-.0016
462,-.0015
464,-.0015
466,-.0016
468,-.0016
470,-.0019
472,-.0017
474,-.0018
476,-.0019
478,-.0017
480,-.0019
482,-.002
484,-.0016
486,-.0015
488,-.0016
490,-.0014
492,-.0019
494,-.0012
496,-.0016
498,-.0017
500,-.0014
502,-.0027
504,-.0023
506,-.0028
508,-.0025
510,-.0023
512,-.0015
514,-.0013
516,-.0016
518,-.0015
520,-.0016
522,-.0016
524,-.0018
526,-.0017
528,-.0014
530,-.0011
532,-.0014
534,-.0014
536,-.0014
538,-.0016
540,-.0017
542,-.0012
544,-.0014
546,-.0011
548,-.002
550,-.002
552,-.002
554,-.002
556,-.0022
558,-.002
560,-.0024
562,-.0025
564,-.0021
566,-.002
568,-.0016
570,-.0023
572,-.0022
574,-.0022
576,-.002
578,-.0022
580,-.0024
582,-.0018
584,-.0024
586,-.0015
588,-.0018
590,-.0016
592,-.0016
594,-.0021
596,-.0025
598,-.0017
600,-.0019
602,-.0023
604,-.002
606,-.0021
608,-.0027
610,-.0023
612,-.002
614,-.0015
616,-.0019
618,-.001
620,-.0008
622,-.0017
624,-.0015
626,-.0017
628,-.0011
630,-.0015
632,-.0016
634,-.0005
636,-.0016
638,-.0015
640,-.0017
642,-.0008
644,-.0016
646,-.0013
648,-.0015
650,-.0014
652,-.0015
654,-.0014
656,-.0015
658,-.0008
660,-.0011
662,-.0011
664,-.0026
666,-.0013
668,-.0018
670,-.0011
672,-.0024
674,-.0023
676,-.0024
678,-.002
680,-.0022
682,-.0024
684,-.0026
686,-.0022
688,-.002
690,-.0021
692,-.0023
694,-.0024
696,-.002
698,-.0018
700,-.0024
702,-.0019
704,-.0017
706,-.0015
708,-.0014
710,-.0015
712,-.0015
714,-.001
716,-.0008
718,-.0015
720,-.0018
722,-.0005
724,-.0009
726,-.0012
728,-.0008
730,-.0013
732,-.0012
734,-.0008
736,-.0013
738,-.0014
740,-.0013
742,-.0005
744,-.0003
746,-.0014
748,-.0008
750,-.001
752,-.0007
754,-.0006
756,-.0021
758,-.0014
760,-.0012
762,-.0014
764,-.0014
766,-.0007
768,-.001
770,-.0011
772,-.0016
774,-.0005
776,-.0001
778,-.0017
780,-.0013
782,-.0008
784,-.0012
786,-.0008
788,-.0021
790,-.001
792,-.0014
794,-.0023
796,-.0015
798,-.0006
800,-.0011
