2018-4-23 aai085.csv,,amir,30/04/2018 11:35:48,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.5855
202,1.5413
204,1.495
206,1.4305
208,1.3402
210,1.2283
212,1.0972
214,.9548
216,.8056
218,.6647
220,.5317
222,.422
224,.3009
226,.2175
228,.172
230,.1465
232,.1134
234,.0814
236,.0578
238,.0436
240,.0349
242,.0304
244,.0263
246,.023
248,.0206
250,.0195
252,.0169
254,.016
256,.0136
258,.0136
260,.0136
262,.0137
264,.0133
266,.0134
268,.0137
270,.0131
272,.0133
274,.0136
276,.0136
278,.0132
280,.0132
282,.0132
284,.0134
286,.0131
288,.0129
290,.0125
292,.0115
294,.0105
296,.0103
298,.0102
300,.0104
302,.0099
304,.0097
306,.0095
308,.0092
310,.009
312,.009
314,.0087
316,.0085
318,.0081
320,.0078
322,.0076
324,.0073
326,.0069
328,.0068
330,.0066
332,.0064
334,.0069
336,.0064
338,.0061
340,.0062
342,.006
344,.0058
346,.0062
348,.0058
350,.0056
352,.0054
354,.0061
356,.0056
358,.0058
360,.0059
362,.006
364,.0058
366,.0058
368,.0056
370,.0055
372,.0049
374,.0053
376,.0051
378,.0053
380,.0051
382,.005
384,.0051
386,.0049
388,.005
390,.005
392,.0051
394,.0051
396,.0054
398,.0048
400,.0047
