2018-4-23 kdz010.csv,,amir,30/04/2018 12:01:21,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.1264
202,2.0929
204,2.0458
206,1.9727
208,1.8528
210,1.7078
212,1.5264
214,1.3311
216,1.1159
218,.9248
220,.7421
222,.5854
224,.417
226,.2988
228,.2369
230,.1981
232,.1512
234,.1052
236,.0738
238,.0536
240,.0401
242,.0338
244,.0286
246,.0243
248,.0213
250,.0202
252,.0171
254,.0162
256,.0137
258,.0131
260,.0135
262,.0132
264,.013
266,.0125
268,.0121
270,.0123
272,.0125
274,.013
276,.0124
278,.0126
280,.0124
282,.0123
284,.0126
286,.0125
288,.0121
290,.012
292,.0109
294,.0099
296,.0096
298,.0095
300,.01
302,.0096
304,.0094
306,.0093
308,.0089
310,.0088
312,.0088
314,.0085
316,.0084
318,.0085
320,.0079
322,.0077
324,.0075
326,.007
328,.007
330,.0066
332,.0065
334,.0063
336,.0066
338,.006
340,.0066
342,.0063
344,.0061
346,.0061
348,.0061
350,.0062
352,.006
354,.0062
356,.0063
358,.0065
360,.0068
362,.0069
364,.0064
366,.0064
368,.006
370,.0063
372,.0058
374,.006
376,.0057
378,.0058
380,.0058
382,.0057
384,.0053
386,.0051
388,.0061
390,.006
392,.006
394,.0061
396,.0064
398,.0057
400,.0057
