2018-4-22 qp0065.csv,,amir,30/04/2018 13:20:22,GENESYS 10S,2L7M233003,2.001
nm,A
200,.0038
202,.003
204,.0045
206,.002
208,.0014
210,.0034
212,0
214,.0024
216,.0059
218,.0034
220,.0039
222,.0092
224,.0039
226,.0038
228,.003
230,.0026
232,.0016
234,.0027
236,.003
238,.0029
240,.0029
242,.0026
244,.0033
246,.0026
248,.0027
250,.0022
252,.0025
254,.0027
256,.0025
258,.0025
260,.0023
262,.0025
264,.0028
266,.0024
268,.0029
270,.0024
272,.0025
274,.0025
276,.0021
278,.0025
280,.0021
282,.0027
284,.0025
286,.0024
288,.0025
290,.0027
292,.0025
294,.0027
296,.0022
298,.0025
300,.0023
302,.0023
304,.0023
306,.0023
308,.0024
310,.0025
312,.0026
314,.0024
316,.0023
318,.0025
320,.0022
322,.0024
324,.0026
326,.0024
328,.0023
330,.0026
332,.0025
334,.0026
336,.0028
338,.0029
340,.0025
342,.0025
344,.0022
346,.0022
348,.0023
350,.0023
352,.0028
354,.0029
356,.0027
358,.0027
360,.0028
362,.0025
364,.0025
366,.0023
368,.002
370,.0024
372,.0022
374,.0028
376,.0025
378,.0023
380,.0023
382,.0022
384,.003
386,.0026
388,.0028
390,.0027
392,.0024
394,.0022
396,.0025
398,.0024
400,.0019
