2018-2-1 ddw.csv,,AMIR,01/02/2018 14:50:50,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.0042
202,-.004
204,-.0036
206,-.0037
208,-.0031
210,-.0032
212,-.0029
214,-.0024
216,-.0022
218,-.002
220,-.0018
222,-.0015
224,-.0012
226,-.0011
228,-.0008
230,-.0008
232,-.0011
234,-.0009
236,-.0007
238,-.0006
240,-.0005
242,-.0002
244,-.0006
246,-.0003
248,-.0003
250,-.0006
252,-.0006
254,-.0006
256,-.0005
258,-.0001
260,0
262,-.0004
264,-.0004
266,-.0002
268,-.0002
270,-.0002
272,-.0002
274,-.0005
276,-.0003
278,-.0001
280,-.0003
282,0
284,-.0001
286,0
288,0
290,0
292,-.0001
294,-.0001
296,-.0002
298,.0001
300,.0001
302,.0002
304,.0001
306,.0002
308,.0001
310,.0001
312,.0002
314,.0001
316,.0002
318,.0001
320,.0002
322,.0002
324,.0002
326,.0003
328,.0004
330,.0003
332,.0001
334,.0005
336,.0001
338,.0004
340,.0006
342,.0004
344,.0002
346,.0002
348,.0005
350,.0006
352,.0004
354,.0003
356,.0005
358,.0004
360,.0003
362,.0006
364,.0004
366,.0003
368,.0006
370,.0006
372,.0005
374,.0006
376,.0001
378,.0002
380,.0004
382,.0005
384,.0006
386,.0006
388,.0005
390,.0007
392,.0005
394,.0008
396,.0006
398,.0007
400,.0006
