RamanShift:203		
160.701	-292.38	
166.742	19.96	
172.777	965.29	
178.805	3945.96	
184.826	11281.96	
190.841	24122.96	
196.849	38645.62	
202.85	48141.96	
208.845	50488.62	
214.833	49147.96	
220.815	47584.29	
226.789	46525.96	
232.758	45674.63	
238.719	44651.96	
244.674	43406.29	
250.623	41983.96	
256.565	40476.29	
262.5	38997.96	
268.429	37742.29	
274.351	36644.96	
280.267	35632.29	
286.176	34674.29	
292.079	33822.63	
297.975	32939.29	
303.865	32167.29	
309.748	31473.29	
315.625	30870.62	
321.495	30305.29	
327.359	29825.29	
333.217	29472.62	
339.068	29205.62	
344.912	28939.62	
350.751	28736.29	
356.583	28618.96	
362.408	28424.96	
368.227	28402.29	
374.04	28327.96	
379.847	28369.62	
385.647	28410.62	
391.44	28480.62	
397.228	28529.96	
403.009	28620.62	
408.784	28649.62	
414.553	28660.29	
420.315	28706.96	
426.071	28694.96	
431.821	28676.96	
437.565	28681.29	
443.302	28596.62	
449.033	28459.96	
454.758	28354.29	
460.477	28160.62	
466.189	28021.96	
471.896	27843.62	
477.596	27734.96	
483.29	27576.96	
488.978	27443.62	
494.66	27281.96	
500.335	26982.96	
506.005	26486.96	
511.668	26027.29	
517.325	25558.62	
522.977	25220.96	
528.622	24849.62	
534.261	24671.62	
539.894	24468.96	
545.521	24290.29	
551.141	24146.96	
556.756	24077.29	
562.365	23923.96	
567.968	23848.62	
573.565	23689.96	
579.155	23610.96	
584.74	23440.62	
590.319	23360.62	
595.892	23238.29	
601.459	23100.62	
607.02	22983.62	
612.575	22776.96	
618.124	22543.29	
623.667	22433.62	
629.204	22196.29	
634.735	22068.62	
640.261	21937.29	
645.781	21799.96	
651.294	21733.96	
656.802	21664.62	
662.304	21613.29	
667.8	21576.29	
673.29	21536.29	
678.775	21455.62	
684.254	21423.96	
689.726	21323.62	
695.193	21220.96	
700.655	21126.62	
706.11	21025.62	
711.56	20902.62	
717.004	20817.62	
722.442	20710.62	
727.874	20644.29	
733.301	20545.62	
738.722	20517.96	
744.137	20455.96	
749.547	20482.96	
754.951	20459.96	
760.349	20397.96	
765.741	20445.29	
771.128	20470.62	
776.509	20512.29	
781.885	20570.29	
787.254	20496.29	
792.618	20500.96	
797.977	20364.96	
803.33	20215.29	
808.677	20108.29	
814.019	19957.62	
819.355	19807.62	
824.686	19642.29	
830.011	19557.29	
835.33	19579.96	
840.644	19509.29	
845.952	19466.96	
851.255	19472.96	
856.552	19464.29	
861.844	19413.62	
867.13	19403.62	
872.41	19516.96	
877.686	19628.96	
882.955	19659.96	
888.219	19414.96	
893.478	18904.96	
898.731	18434.96	
903.979	18202.96	
909.221	18037.96	
914.458	17923.96	
919.69	17916.96	
924.916	17914.96	
930.136	17972.62	
935.351	17970.62	
940.561	18005.62	
945.766	17924.62	
950.965	17881.29	
956.158	17741.29	
961.347	17580.62	
966.529	17394.96	
971.707	17161.62	
976.879	17006.96	
982.046	16887.29	
987.208	16823.96	
992.364	16872.62	
997.515	16990.96	
1002.66	17133.96	
1007.801	17317.62	
1012.936	17487.62	
1018.066	17645.96	
1023.19	17764.29	
1028.309	17819.62	
1033.423	17811.96	
1038.532	17792.62	
1043.636	17727.96	
1048.734	17666.96	
1053.827	17495.62	
1058.915	17369.96	
1063.998	17226.29	
1069.075	17151.62	
1074.147	17218.96	
1079.214	17373.29	
1084.276	17529.29	
1089.333	17719.29	
1094.385	17845.62	
1099.431	17893.62	
1104.472	17844.29	
1109.509	17726.62	
1114.54	17541.29	
1119.565	17348.62	
1124.586	17156.62	
1129.602	17032.29	
1134.613	16898.62	
1139.618	16887.29	
1144.619	16895.29	
1149.614	16968.96	
1154.604	17038.96	
1159.589	17148.96	
1164.57	17158.96	
1169.545	17261.62	
1174.515	17279.96	
1179.48	17245.62	
