Data from 1 mM 500C normalized to original_RamanShift_2.txt Node
Date: Wed Aug 02 16:38:28 IDT 2017
User: aro
Spectrometer: QEPB0276
Trigger mode: 0
Integration Time (sec): 5.000000E0
Scans to average: 3
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Raman Shifts
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
160.701	544.35
166.742	596.43
172.777	643.6
178.805	686.05
184.826	724.25
190.841	758.33
196.849	788.04
202.85	814.87
208.845	839.24
214.833	861.89
220.815	882.64
226.789	945.45
232.758	1008.85
238.719	1072.23
244.674	1134.32
250.623	1189.34
256.565	1232.26
262.5	1259.55
268.429	1276.63
274.351	1288.5
280.267	1298.89
286.176	1308.94
292.079	1317.24
297.975	1323.66
303.865	1328.15
309.748	1331.48
315.625	1334.51
321.495	1337.72
327.359	1340.86
333.217	1343.83
339.068	1346.15
344.912	1348.24
350.751	1350.1
356.583	1351.58
362.408	1353.58
368.227	1353.75
374.04	1353.24
379.847	1351.74
385.647	1350.02
391.44	1348.58
397.228	1346.91
403.009	1345.67
408.784	1343.74
414.553	1341.67
420.315	1339.04
426.071	1336.09
431.821	1332.93
437.565	1327.75
443.302	1321.31
449.033	1313.77
454.758	1306.97
460.477	1304.04
466.189	1306.62
471.896	1313.07
477.596	1319.67
483.29	1323.7
488.978	1326.7
494.66	1329.53
500.335	1331.86
506.005	1334.21
511.668	1335.97
517.325	1337.53
522.977	1338.93
528.622	1340.12
534.261	1341.32
539.894	1342.21
545.521	1344.1
551.141	1345.51
556.756	1347.82
562.365	1351.59
567.968	1356.15
573.565	1360.48
579.155	1361.12
584.74	1356.07
590.319	1347.18
595.892	1338.04
601.459	1329.47
607.02	1321.97
612.575	1315.58
618.124	1310.32
623.667	1306.01
629.204	1302.29
634.735	1299.1
640.261	1295.82
645.781	1293.01
651.294	1290.5
656.802	1288.48
662.304	1286.56
667.8	1285.21
673.29	1284.67
678.775	1284.07
684.254	1283.63
689.726	1282.53
695.193	1281.29
700.655	1280.96
706.11	1279.61
711.56	1278.47
717.004	1277.72
722.442	1277.75
727.874	1277.45
733.301	1277.83
738.722	1278.15
744.137	1278.58
749.547	1278.88
754.951	1279.43
760.349	1279.7
765.741	1280.23
771.128	1281.55
776.509	1282.86
781.885	1284.67
787.254	1287.28
792.618	1289.75
797.977	1293.01
803.33	1296.64
808.677	1299.97
814.019	1303.07
819.355	1307.18
824.686	1310.66
830.011	1314.32
835.33	1317.32
840.644	1320.18
845.952	1322.47
851.255	1324.93
856.552	1327.36
861.844	1330.5
867.13	1333.82
872.41	1338.64
877.686	1344.51
882.955	1351.02
888.219	1358.2
893.478	1366.02
898.731	1373.83
903.979	1381.42
909.221	1387.55
914.458	1392.7
919.69	1397.7
924.916	1401.32
930.136	1404.26
935.351	1406.88
940.561	1409.47
945.766	1412.5
950.965	1416.1
956.158	1420.7
961.347	1425.77
966.529	1431.24
971.707	1437.05
976.879	1442.96
982.046	1447.88
987.208	1451.55
992.364	1453.42
997.515	1454.28
1002.66	1453.53
1007.801	1452.23
1012.936	1450.69
1018.066	1449.7
1023.19	1449.72
1028.309	1450.85
1033.423	1453.43
1038.532	1456.32
1043.636	1460.48
1048.734	1465.12
1053.827	1469.89
1058.915	1474.59
1063.998	1477.56
1069.075	1479.67
1074.147	1480.59
1079.214	1479.77
1084.276	1478.8
1089.333	1477.5
1094.385	1476.56
1099.431	1476.83
1104.472	1476.96
1109.509	1478.53
1114.54	1480.43
1119.565	1483.4
1124.586	1486.58
1129.602	1489.1
1134.613	1490.05
1139.618	1490.51
1144.619	1490.05
1149.614	1488.7
1154.604	1486.51
1159.589	1485.04
1164.57	1483.5
1169.545	1483.62
1174.515	1484.74
1179.48	1486.99
1184.44	1490.32
1189.395	1493.36
1194.345	1496.47
1199.29	1499.32
1204.23	1501.26
1209.165	1502.45
1214.095	1502.28
1219.021	1500.82
1223.941	1498.16
1228.856	1494.77
1233.766	1491.8
1238.672	1490.02
1243.572	1488.5
1248.467	1488.23
1253.358	1488.77
1258.244	1490.02
1263.124	1490.39
1268	1490.93
1272.871	1490.59
1277.737	1488.58
1282.599	1485.05
1287.455	1480.16
1292.306	1473.61
1297.153	1466.4
1301.995	1458.66
1306.832	1451.29
1311.664	1445.83
1316.491	1442.89
1321.314	1442.53
1326.132	1445.09
1330.945	1448.96
1335.753	1453.56
1340.556	1457.32
1345.354	1459.55
1350.148	1459.74
1354.937	1457.86
1359.722	1454.7
1364.501	1450.94
1369.276	1446.31
1374.046	1442.16
1378.811	1439.07
1383.572	1438.05
1388.327	1438.12
1393.079	1441.05
1397.825	1444.66
1402.567	1449.89
1407.304	1455.02
1412.036	1459.16
1416.764	1460.99
1421.487	1460.97
1426.205	1458.12
1430.919	1453.94
1435.628	1449.07
1440.333	1444.94
1445.032	1442.99
1449.727	1443.8
1454.418	1446.91
1459.104	1451.74
1463.785	1458.18
1468.462	1466.82
1473.134	1476.21
1477.802	1485.4
1482.465	1493.82
1487.123	1502.5
1491.777	1509.72
1496.426	1516.67
1501.071	1521.99
1505.711	1527.67
1510.347	1532.93
1514.978	1538.58
1519.604	1544.32
1524.226	1550.82
1528.844	1557.16
