2018-1-24 QP0030.csv,,AMIR,24/01/2018 17:59:49,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.548
202,2.5196
204,2.4817
206,2.4091
208,2.2821
210,2.1251
212,1.9126
214,1.6698
216,1.4075
218,1.1645
220,.9278
222,.7261
224,.516
226,.3614
228,.2801
230,.2298
232,.1679
234,.1096
236,.0692
238,.0433
240,.0262
242,.019
244,.0135
246,.0093
248,.0071
250,.0055
252,.005
254,.0042
256,.0039
258,.0036
260,.0034
262,.0034
264,.0035
266,.0033
268,.0033
270,.0038
272,.0035
274,.0037
276,.0039
278,.0038
280,.0039
282,.004
284,.004
286,.0041
288,.0043
290,.0043
292,.0044
294,.0045
296,.0047
298,.0046
300,.0047
302,.0046
304,.0047
306,.0045
308,.0044
310,.0042
312,.0041
314,.0039
316,.0037
318,.0036
320,.0034
322,.0032
324,.0034
326,.0028
328,.0027
330,.0028
332,.0024
334,.002
336,.0022
338,.0021
340,.002
342,.0019
344,.002
346,.0019
348,.002
350,.0017
352,.0016
354,.002
356,.002
358,.0022
360,.0022
362,.0019
364,.0023
366,.0019
368,.0021
370,.0016
372,.0022
374,.0021
376,.0017
378,.0019
380,.0017
382,.002
384,.0018
386,.002
388,.0021
390,.002
392,.0018
394,.0019
396,.0017
398,.0019
400,.0016
